Sr. No.,molecule_chembl_id,canonical_smiles,,bioactivity_class,Groups,MW,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,standard_value,pIC50
133,CHEMBL1087002,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(N)ncn3)c2)c1,,inactive,0,449.518,5.01044,3,7,5,110.75,1015,5.993533958
134,CHEMBL1087127,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,active,1,477.572,5.82542,3,7,6,110.75,17,7.769551079
135,CHEMBL1087128,Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,active,1,491.599,5.99952,3,7,5,110.75,52,7.283996656
136,CHEMBL1087218,c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccncc2)c1,,active,1,401.426,4.2585,2,8,6,94.33,210,6.677780705
137,CHEMBL1087349,c1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c(NCc2ccncc2)c1,,inactive,0,387.399,4.216,2,8,6,94.33,830,6.080921908
138,CHEMBL1087513,COc1cc(-n2c(Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)nc3ccccc32)ncn1,,inactive,0,518.499,6.14722,2,7,6,93.96,10000,5
139,CHEMBL1087524,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,active,1,503.488,5.72082,3,7,5,110.75,55,7.259637311
140,CHEMBL1087636,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCN)ncn1,,inactive,0,546.557,5.50922,4,8,8,122.78,1748,5.757458572
141,CHEMBL1087638,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCO)ncn1,,inactive,0,547.541,5.54282,4,8,8,116.99,590,6.229147988
142,CHEMBL1087649,Cc1ccc(C(=O)Nc2cccc(Cl)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,active,1,469.936,5.35542,3,7,5,110.75,260,6.585026652
143,CHEMBL1087984,COc1cc2nccc(Oc3ccc(NC(=O)c4cnn(-c5ccccc5)c4C(F)(F)F)cc3F)c2cc1OC,,inactive,0,552.484,6.6402,1,7,7,87.5,2000,5.698970004
144,CHEMBL1088027,Cc1ccc(C(=O)Nc2cccc(OC(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,active,1,501.497,5.30342,3,8,7,119.98,92,7.036212173
145,CHEMBL1088028,Cc1ccc(C(=O)Nc2cccc(Br)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,inactive,0,514.387,5.46452,3,7,5,110.75,464,6.333482019
146,CHEMBL1088153,Cc1ccc(NC(=O)c2cc(C(C)(C)C)nn2C)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,,inactive,0,495.591,4.73302,3,9,5,128.57,451,6.345823458
147,CHEMBL1088429,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(Cl)ncn1,,inactive,0,522.918,6.79202,2,6,5,84.73,9069,5.042440598
148,CHEMBL1088539,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cnn(-c4ccccc4)c3C(F)(F)F)cc2F)ccn1,,inactive,0,499.424,4.8294,2,6,6,98.14,20000,4.698970004
149,CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,,active,1,587.709,6.2812,2,9,8,96.68,29,7.537602002
150,CHEMBL1091356,CC(C)N1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,,inactive,0,640.789,4.6104,2,9,7,125.05,50000,4.301029996
151,CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,,active,1,455.47,3.2842,3,7,5,113.68,50,7.301029996
152,CHEMBL1093099,Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,,inactive,0,307.382,3.4267,3,5,2,93.61,22600,4.645891561
153,CHEMBL1093100,Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,,inactive,0,321.409,3.73512,3,5,2,93.61,56300,4.249491605
154,CHEMBL1094194,CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1,,inactive,0,488.697,6.6045,2,5,13,60.41,1220,5.913640169
155,CHEMBL1094195,NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,,inactive,0,530.59,7.2037,2,4,9,60.41,1560,5.806875402
156,CHEMBL1094196,COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1,,inactive,0,492.619,6.1935,2,5,10,69.64,1010,5.995678626
157,CHEMBL1094369,COCCc1ccc(O)cc1,,inactive,0,152.193,1.5811,1,2,3,29.46,50000,4.301029996
158,CHEMBL1094408,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,,inactive,0,448.531,1.5786,2,9,5,114.43,10000,5
159,CHEMBL1094423,Brc1cccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)c1,,inactive,0,393.288,5.2492,2,3,5,53.6,112300,3.949620244
160,CHEMBL1094475,C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,,inactive,0,408.292,5.1626,3,4,4,79.62,85600,4.067526235
161,CHEMBL1094492,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1,,inactive,0,498.667,6.206,2,5,11,69.64,940,6.026872146
162,CHEMBL1094718,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)c1,,inactive,0,578.551,7.085,1,8,6,86.86,10000,5
163,CHEMBL1094782,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)ncnc3[nH]2)c1,,inactive,0,439.313,5.072,2,5,6,72.06,300000,3.522878745
164,CHEMBL1094783,Clc1ccc(Cc2cc3c(Nc4cccc(Br)c4)ncnc3[nH]2)c(Cl)c1,,inactive,0,448.151,6.3616,2,3,4,53.6,300000,3.522878745
165,CHEMBL1094784,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,,inactive,0,437.252,6.6179,2,3,4,53.6,300000,3.522878745
166,CHEMBL1094808,Nc1nc(Nc2ccc(C(F)(F)F)c(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,inactive,0,470.257,6.3392,3,4,4,79.62,113100,3.946537395
167,CHEMBL1094825,NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccc(C(F)(F)F)cc2)C1,,inactive,0,536.638,7.2162,2,4,10,60.41,2180,5.661543506
168,CHEMBL1094835,COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1,,inactive,0,502.724,6.9075,1,5,14,49.41,1450,5.838631998
169,CHEMBL1095034,Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)c4cnn(-c5ccccc5)c4C(F)(F)F)cc3F)c2s1,,inactive,0,578.551,7.085,1,8,6,86.86,1400,5.853871964
170,CHEMBL1095035,COC[C@H](C)N(Cc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1)C(C)=O,,inactive,0,717.745,8.7349,1,8,11,98.58,2500,5.602059991
171,CHEMBL1095036,CS(=O)(=O)CCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1,,inactive,0,709.747,7.4857,2,9,11,115.21,1100,5.958607315
172,CHEMBL1095130,Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,inactive,0,436.705,5.9738,3,4,4,79.62,45700,4.3400838
173,CHEMBL1095131,Nc1nc(Nc2cccc(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,active,1,402.26,5.3204,3,4,4,79.62,300,6.522878745
174,CHEMBL1095154,NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,,inactive,0,462.593,6.1849,2,4,9,60.41,1170,5.931814138
175,CHEMBL1095356,CN(C)C(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1,,inactive,0,645.638,8.0533,1,7,7,89.35,1400,5.853871964
176,CHEMBL1095357,CN(C)CCN(C)C(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1,,inactive,0,702.734,7.9851,1,8,10,92.59,700,6.15490196
177,CHEMBL1095358,CN(C)[C@H]1CCN(C(=O)c2ccc(-c3cc4nccc(Oc5ccc(NC(=O)c6cnn(-c7ccccc7)c6C(F)(F)F)cc5F)c4s3)cc2)C1,,inactive,0,714.745,8.1276,1,8,8,92.59,1000,6
178,CHEMBL1095359,CN(C)C(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)nc1,,inactive,0,646.626,7.4483,1,8,7,102.24,2500,5.602059991
179,CHEMBL1095360,COCCNC(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)nc1,,inactive,0,676.652,7.1227,2,9,10,120.26,5300,5.27572413
180,CHEMBL1095361,CC(=O)N1CC=C(c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)CC1,,inactive,0,621.616,7.3201,1,7,6,89.35,1400,5.853871964
181,CHEMBL1095445,Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,inactive,0,452.267,6.2001,3,4,4,79.62,300000,3.522878745
182,CHEMBL1095463,CC(C)c1ccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)cc1,,inactive,0,426.351,6.3047,3,4,5,79.62,1400,5.853871964
183,CHEMBL1095464,Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1,,active,1,408.303,4.94542,3,4,4,79.62,200,6.698970004
184,CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,,inactive,0,454.328,4.6542,3,6,6,98.08,600,6.22184875
185,CHEMBL1095466,Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)ncnc2[nH]1,,inactive,0,393.288,5.36322,2,3,4,53.6,27200,4.565431096
186,CHEMBL1095626,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,,inactive,0,437.504,2.3154,1,9,3,111.63,50000,4.301029996
187,CHEMBL1095627,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,,inactive,0,479.585,3.4841,1,9,3,111.63,50000,4.301029996
188,CHEMBL1095761,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,inactive,0,463.166,5.9438,3,4,4,79.62,28100,4.55129368
189,CHEMBL1095762,Nc1nc(Nc2ccc(Br)cc2Cl)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,,active,1,497.611,6.5972,3,4,4,79.62,100,7
190,CHEMBL1095776,CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12,,inactive,0,426.351,6.3047,3,4,5,79.62,300000,3.522878745
191,CHEMBL1095957,NCCc1c[nH]c2ccc(OCCc3ccc(O)cc3)cc12,,inactive,0,296.37,2.9962,3,3,6,71.27,2030,5.692503962
192,CHEMBL1096415,Fc1ccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)cc1C(F)(F)F,,inactive,0,400.379,5.6446,2,3,5,53.6,57500,4.240332155
193,CHEMBL1096416,Fc1cc(Cl)ccc1Nc1ncnc2[nH]c(CCc3ccccc3)cc12,,inactive,0,366.827,5.2792,2,3,5,53.6,40500,4.392544977
194,CHEMBL1096737,Fc1ccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)cc1Br,,inactive,0,411.278,5.3883,2,3,5,53.6,25200,4.598599459
195,CHEMBL1096972,C#Cc1cccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)c1,,inactive,0,338.414,4.468,2,3,5,53.6,49400,4.306273051
196,CHEMBL1097189,NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCc2ccccc2)C1,,inactive,0,440.587,5.4172,2,4,8,60.41,2070,5.684029655
197,CHEMBL1097190,NC1CCc2[nH]c3ccc(OCCc4ccc(O)cc4)cc3c2C1,,inactive,0,322.408,3.311,3,3,4,71.27,27140,4.566390157
198,CHEMBL1097368,c1ccc(CCc2cc3c(Nc4ccc5[nH]ccc5c4)ncnc3[nH]2)cc1,,inactive,0,353.429,4.968,3,3,5,69.39,31600,4.500312917
199,CHEMBL1097700,CNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,,inactive,0,375.421,1.8793,4,7,1,116.09,500,6.301029996
200,CHEMBL1097743,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)c1,,inactive,0,382.389,5.5055,2,3,5,53.6,22100,4.655607726
201,CHEMBL1097824,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5N)cc4F)c3s2)c1,,inactive,0,525.569,5.6484,2,9,6,112.88,800,6.096910013
202,CHEMBL1098119,NCCc1cn(CCCCCc2ccccc2)c2ccc(OCCc3ccc(O)cc3)cc12,,inactive,0,442.603,5.8826,2,4,12,60.41,2830,5.548213564
203,CHEMBL1098120,NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,,inactive,0,468.641,6.1974,2,4,10,60.41,1060,5.974694135
204,CHEMBL1098121,COc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1,,inactive,0,472.629,5.8912,2,5,13,69.64,2170,5.663540266
205,CHEMBL1098157,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(C)c5C(F)(F)F)cc4F)c3s2)c1,,inactive,0,516.48,5.6328,1,8,5,86.86,700,6.15490196
206,CHEMBL1098158,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(C(C)(C)C)c5C(F)(F)F)cc4F)c3s2)c1,,inactive,0,558.561,6.8508,1,8,5,86.86,3000,5.522878745
207,CHEMBL1098440,C#Cc1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,,inactive,0,393.277,5.5804,2,3,4,53.6,300000,3.522878745
208,CHEMBL1098561,CC(=O)Oc1c(-c2ccc(O)c(O)c2)c(O)c(O)c2c1oc1cc(O)c(O)cc12,,inactive,0,398.323,3.4119,6,9,2,160.82,70700,4.150580586
209,CHEMBL1099339,CSc1ccc(CCCCCn2cc(CCNC(=O)OC(C)(C)C)c3cc(OCCc4ccc(O)cc4)ccc32)cc1,,inactive,0,588.814,8.1705,2,6,14,72.72,50000,4.301029996
210,CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,,inactive,0,291.354,3.6215,2,2,4,57.78,10000,5
211,CHEMBL115480,O=c1cc(-c2cnc3c(-c4ccccc4)cnn3c2)ccn1CCCN1CCCCC1,,active,1,413.525,4.101,0,6,6,55.43,14,7.853871964
212,CHEMBL1162958,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)cc4)nc3c2)ccn1,,inactive,0,394.818,4.7717,2,6,5,89.28,766,6.11577123
213,CHEMBL1163016,CC1(C)CC(NC(=O)c2cccc(-c3cc4nccc(Nc5cccc(O)c5)n4n3)c2)CC(C)(C)N1[O],,active,1,499.595,4.9424,3,7,5,114.69,3.3,8.48148606
214,CHEMBL116324,CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccccc5)cnn4c3)cc2=O)CC1,,active,1,428.54,2.8625,0,7,6,58.67,13,7.886056648
215,CHEMBL1164957,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3ncccc3c2)n1,,inactive,0,419.488,4.68502,2,4,5,97.55,2200,5.657577319
216,CHEMBL1169656,O=C(Nc1cccc2cccnc12)c1ccccc1,,active,1,248.285,3.4871,1,2,2,41.99,134.6,6.87095494
217,CHEMBL117052,NC1CCN(C(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)C1,,active,1,372.428,3.2619,3,4,2,95.24,5,8.301029996
218,CHEMBL117166,c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,,active,1,399.498,4.323,0,6,6,55.55,20,7.698970004
219,CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,active,1,532.57,4.45602,1,6,4,65.77,4.3,8.366531544
220,CHEMBL1172420,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,,active,1,430.464,4.77486,5,3,4,123.32,10.2,7.991399828
221,CHEMBL1172421,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)cc4)ccc32)c(C)c1C(=O)O,,active,1,450.882,5.11984,5,3,4,123.32,7.9,8.102372909
222,CHEMBL1172422,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1CC(=O)O,,active,1,430.464,4.39534,5,3,5,123.32,0.9,9.045757491
223,CHEMBL1172814,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1OC,,active,1,404.426,4.1686,4,4,5,104.48,27,7.568636236
224,CHEMBL1172815,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,,active,1,358.401,4.45982,4,2,3,86.02,271.9,6.565590792
225,CHEMBL1172837,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,,active,1,420.472,5.8184,4,2,4,86.02,20.4,7.690369833
226,CHEMBL1172838,O=C(Nc1ccc(-c2ccc3ccccc3c2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,,active,1,470.532,6.9716,4,2,4,86.02,22.1,7.655607726
227,CHEMBL1172886,O=C(Nc1ccc(Cl)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,,active,1,378.819,4.8048,4,2,3,86.02,13.7,7.863279433
228,CHEMBL1172887,O=C(Nc1ccc(Oc2ccccc2)cc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,,active,1,436.471,5.9437,4,3,5,95.25,31.5,7.501689446
229,CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,,inactive,0,375.414,0.5805,3,8,4,139.12,10000,5
230,CHEMBL1173107,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1C(=O)O,,active,1,416.437,4.46644,5,3,4,123.32,7.6,8.119186408
231,CHEMBL1173149,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,,active,1,374.4,4.16,4,3,4,95.25,30.6,7.514278574
232,CHEMBL1173150,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,,active,1,460.49,4.40394,5,4,6,132.55,4.7,8.327902142
233,CHEMBL1173174,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,,active,1,446.463,4.47504,5,4,5,132.55,3.4,8.468521083
234,CHEMBL1173243,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccc(Cl)cc3)ccc21,,inactive,0,436.855,4.81142,5,3,4,123.32,1000,6
235,CHEMBL1173244,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc(C(=O)O)[nH]2)cc1,,inactive,0,418.409,3.8582,5,4,5,132.55,1000,6
236,CHEMBL1173411,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,,active,1,432.436,4.16662,5,4,5,132.55,0.5,9.301029996
237,CHEMBL1173482,O=C(Nc1ccccc1)Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,,active,1,344.374,4.1514,4,2,3,86.02,1,9
238,CHEMBL1173541,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,,active,1,474.517,4.79404,5,4,7,132.55,10,8
239,CHEMBL1173542,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2cc(NC(=O)Nc3ccccc3)ccc21,,inactive,0,402.41,4.15802,5,3,4,123.32,1000,6
240,CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,,inactive,0,485.947,4.3899,2,7,8,88.61,10000,5
241,CHEMBL117983,CN1CCN(S(=O)(=O)c2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,,active,1,422.51,3.0248,2,5,3,89.53,10,8
242,CHEMBL118258,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,,inactive,0,486.542,4.6158,2,7,5,79.1,10000,5
243,CHEMBL118386,c1cc(OCCN2CCOCC2)cc(-c2cnc3c(-c4ccsc4)cnn3c2)c1,,active,1,406.511,3.8358,0,7,6,51.89,14,7.853871964
244,CHEMBL118400,CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2=O)CC1,,active,1,434.569,2.924,0,8,6,58.67,7,8.15490196
245,CHEMBL118440,O=c1[nH]c2ccccc2cc1-c1nc2ccccc2[nH]1,,active,1,261.284,3.0714,2,2,1,61.54,45,7.346787486
246,CHEMBL118569,COCCN(C)CCOc1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1,,active,1,391.471,4.0457,2,5,8,70.61,7,8.15490196
247,CHEMBL118748,O=C(O)C1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,,active,1,445.519,4.6542,3,5,7,98.68,8,8.096910013
248,CHEMBL118832,O=S(=O)(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,,active,1,408.483,2.6826,3,5,3,98.32,11,7.958607315
249,CHEMBL119276,CC(=O)N1CCN(CCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,,active,1,430.508,3.6316,2,5,5,81.69,4,8.397940009
250,CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,,inactive,0,436.27,5.4927,0,5,3,47.26,5000,5.301029996
251,CHEMBL119552,O=C(c1ccc2[nH]c(-c3cc4ccccc4nc3O)cc2c1)N1CCNCC1,,active,1,372.428,3.1341,3,4,2,81.25,5,8.301029996
252,CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,active,1,464.831,5.5497,3,4,5,92.35,22,7.657577319
253,CHEMBL120185,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,,inactive,0,472.572,4.1229,1,8,5,75,10000,5
254,CHEMBL1202473,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,,active,1,426.492,4.25572,2,7,6,79.74,7,8.15490196
255,CHEMBL1202477,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,,active,1,504.404,4.2999,1,7,8,62.75,9,8.045757491
256,CHEMBL1202478,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,,active,1,487.373,5.3144,1,6,8,59.51,8,8.096910013
257,CHEMBL1203981,CN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,,inactive,0,480.612,5.3068,2,4,6,64.68,1312,5.882066165
258,CHEMBL1203982,CNC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,,inactive,0,466.585,4.9646,3,4,6,73.47,2099,5.677987561
259,CHEMBL1203983,CC(=O)Nc1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,,inactive,0,466.585,5.5634,3,4,6,73.47,3000,5.522878745
260,CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,,inactive,0,436.531,4.8583,3,6,5,83.21,1400,5.853871964
261,CHEMBL1214783,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)CCC2,,active,1,368.364,3.1827,3,3,4,99.26,25,7.602059991
262,CHEMBL1215346,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,,inactive,0,518.639,4.3214,3,5,8,111.37,1000,6
263,CHEMBL1221633,O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccc([N+](=O)[O-])cc1,,inactive,0,433.895,5.8225,1,4,7,77.17,33200,4.478861916
264,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,inactive,0,489.931,5.5442,2,4,7,91.92,360,6.443697499
265,CHEMBL1230607,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,,inactive,0,361.49,2.3134,2,4,4,81.33,10000,5
266,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,,active,1,632.664,5.7724,2,8,12,111.25,16,7.795880017
267,CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,,active,1,269.308,2.362,2,6,2,89.85,213,6.671620397
268,CHEMBL1232515,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,,active,1,426.55,3.22072,3,9,8,107.26,1,9
